OBJECTID,GTFS_Stop_ID,Station_ID,Complex_ID,Division,Line,Stop_Name,Borough,Daytime_Routes,Structure,GTFS_Latitude,GTFS_Longitude,North_Direction_Label,South_Direction_Label,Fare_Evasion,Ridership,Evasion_Percentage
182,A48,181,181,IND,8th Av - Fulton St,Utica Av,Bk,A C,Subway,40.679364,-73.930729,Manhattan,Outbound,70,895962,0.007812832
183,A49,182,182,IND,8th Av - Fulton St,Ralph Av,Bk,C,Subway,40.678822,-73.920786,Manhattan,Outbound,55,330066,0.016663333
184,A50,183,183,IND,8th Av - Fulton St,Rockaway Av,Bk,C,Subway,40.67834,-73.911946,Manhattan,Outbound,9,309842,0.002904706
185,A51,184,621,IND,8th Av - Fulton St,Broadway Junction,Bk,A C,Subway,40.678334,-73.905316,Manhattan,Outbound,39,537196,0.00725992
186,A52,185,185,IND,8th Av - Fulton St,Liberty Av,Bk,C,Subway,40.674542,-73.896548,Manhattan,Outbound,8,148152,0.00539986
187,A53,186,186,IND,8th Av - Fulton St,Van Siclen Av,Bk,C,Subway,40.67271,-73.890358,Manhattan,Outbound,21,179273,0.011713978
188,A54,187,187,IND,8th Av - Fulton St,Shepherd Av,Bk,C,Subway,40.67413,-73.88075,Manhattan,Outbound,6,147306,0.004073154
189,A55,188,188,IND,8th Av - Fulton St,Euclid Av,Bk,A C,Subway,40.675377,-73.872106,Manhattan,Queens,2,538041,0.000371719
190,A57,189,189,IND,Liberty Av,Grant Av,Bk,A,Subway,40.677044,-73.86505,Manhattan,Queens,29,293810,0.009870324
191,A59,190,190,IND,Liberty Av,80 St,Q,A,Elevated,40.679371,-73.858992,Manhattan,Outbound,,244524,
192,A60,191,191,IND,Liberty Av,88 St,Q,A,Elevated,40.679843,-73.85147,Manhattan,Outbound,,159994,
193,A61,192,192,IND,Liberty Av,Rockaway Blvd,Q,A,Elevated,40.680429,-73.843853,Manhattan,Outbound,,408274,
194,A63,193,193,IND,Liberty Av,104 St,Q,A,Elevated,40.681711,-73.837683,Manhattan,Ozone Park,2,97149,0.002058693
195,A64,194,194,IND,Liberty Av,111 St,Q,A,Elevated,40.684331,-73.832163,Manhattan,Ozone Park,,112502,
196,A65,195,195,IND,Liberty Av,Ozone Park-Lefferts Blvd,Q,A,Elevated,40.685951,-73.825798,Manhattan,Last Stop,,348787,
197,H01,196,196,IND,Rockaway,Aqueduct Racetrack,Q,A,At Grade,40.672097,-73.835919,Manhattan,Rockaways,,38098,
198,H02,197,197,IND,Rockaway,Aqueduct-N Conduit Av,Q,A,At Grade,40.668234,-73.834058,Manhattan,Rockaways,,48626,
199,H03,198,198,IND,Rockaway,Howard Beach-JFK Airport,Q,A,At Grade,40.660476,-73.830301,Manhattan,Rockaways,,269135,
200,H04,199,199,IND,Rockaway,Broad Channel,Q,A S,At Grade,40.608382,-73.815925,Inbound,Rockaways,,15347,
201,H12,200,200,IND,Rockaway,Beach 90 St,Q,A S,Viaduct,40.588034,-73.813641,Inbound,Rockaway Park,,33363,
202,H13,201,201,IND,Rockaway,Beach 98 St,Q,A S,Viaduct,40.585307,-73.820558,Inbound,Rockaway Park,,19322,
203,H14,202,202,IND,Rockaway,Beach 105 St,Q,A S,Viaduct,40.583209,-73.827559,Inbound,Rockaway Park,,12544,
204,H15,203,203,IND,Rockaway,Rockaway Park-Beach 116 St,Q,A S,At Grade,40.580903,-73.835592,Inbound,Last Stop,,40819,
205,H06,204,204,IND,Rockaway,Beach 67 St,Q,A,Viaduct,40.590927,-73.796924,Manhattan,Far Rockaway,,112487,
206,H07,205,205,IND,Rockaway,Beach 60 St,Q,A,Viaduct,40.592374,-73.788522,Manhattan,Far Rockaway,,86875,
207,H08,206,206,IND,Rockaway,Beach 44 St,Q,A,Viaduct,40.592943,-73.776013,Manhattan,Far Rockaway,,37310,
208,H09,207,207,IND,Rockaway,Beach 36 St,Q,A,Viaduct,40.595398,-73.768175,Manhattan,Far Rockaway,,40029,
209,H10,208,208,IND,Rockaway,Beach 25 St,Q,A,Viaduct,40.600066,-73.761353,Manhattan,Far Rockaway,,78122,
210,H11,209,209,IND,Rockaway,Far Rockaway-Mott Av,Q,A,Viaduct,40.603995,-73.755405,Manhattan,Last Stop,,291087,
211,D01,210,210,IND,Concourse,Norwood-205 St,Bx,D,Subway,40.874811,-73.878855,Last Stop,Manhattan,14,347225,0.004031968
212,D03,211,211,IND,Concourse,Bedford Park Blvd,Bx,B D,Subway,40.873244,-73.887138,Northbound,Manhattan,54,326372,0.016545538
213,D04,212,212,IND,Concourse,Kingsbridge Rd,Bx,B D,Subway,40.866978,-73.893509,Northbound,Manhattan,171,340319,0.050246973
214,D05,213,213,IND,Concourse,Fordham Rd,Bx,B D,Subway,40.861296,-73.897749,Northbound,Manhattan,291,489021,0.059506647
215,D06,214,214,IND,Concourse,182-183 Sts,Bx,B D,Subway,40.856093,-73.900741,Northbound,Manhattan,18,240520,0.007483785
216,D07,215,215,IND,Concourse,Tremont Av,Bx,B D,Subway,40.85041,-73.905227,Northbound,Manhattan,269,434545,0.061903831
217,D08,216,216,IND,Concourse,174-175 Sts,Bx,B D,Subway,40.8459,-73.910136,Northbound,Manhattan,20,231867,0.008625635
218,D09,217,217,IND,Concourse,170 St,Bx,B D,Subway,40.839306,-73.9134,Northbound,Manhattan,118,309860,0.038081713
219,D10,218,218,IND,Concourse,167 St,Bx,B D,Subway,40.833771,-73.91844,Northbound,Manhattan,33,446879,0.007384549
220,D11,219,604,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905,-73.925651,Northbound,Manhattan,220,1212888,0.018138526
221,D12,220,220,IND,Concourse,155 St,M,B D,Subway,40.830135,-73.938209,The Bronx,Downtown,66,157777,0.041831192
222,B04,221,221,IND,63rd St,21 St-Queensbridge,Q,M,Subway,40.754203,-73.942836,Outbound,Manhattan,13,768078,0.001692536
223,B06,222,222,IND,63rd St,Roosevelt Island,M,M,Subway,40.759145,-73.95326,Queens,Downtown,,568103,
224,B08,223,223,IND,63rd St,Lexington Av/63 St,M,M Q,Subway,40.764629,-73.966113,Uptown & Queens,Downtown,3,1171005,0.00025619
225,B10,224,224,IND,6th Av - Culver,57 St,M,M,Subway,40.763972,-73.97745,Uptown,Downtown,19,1016490,0.001869177
226,D15,225,225,IND,6th Av - Culver,47-50 Sts-Rockefeller Ctr,M,B D F M,Subway,40.758663,-73.981329,Uptown,Downtown,154,3881144,0.003967902
227,D16,226,609,IND,6th Av - Culver,42 St-Bryant Pk,M,B D F M,Subway,40.754222,-73.984569,Uptown,Downtown,154,3647401,0.004222184
228,D17,227,607,IND,6th Av - Culver,34 St-Herald Sq,M,B D F M,Subway,40.749719,-73.987823,Uptown,Downtown,153,6953601,0.002200299
229,D18,228,228,IND,6th Av - Culver,23 St,M,F M,Subway,40.742878,-73.992821,Uptown,Downtown,15,1708811,0.000877803
230,D19,229,601,IND,6th Av - Culver,14 St,M,F M,Subway,40.738228,-73.996209,Uptown,Downtown,21,3055458,0.000687295
231,D21,230,619,IND,6th Av - Culver,Broadway-Lafayette St,M,B D F M,Subway,40.725297,-73.996204,Uptown,Downtown,32,2838001,0.001127554
232,D22,231,231,IND,6th Av - Culver,Grand St,M,B D,Subway,40.718267,-73.993753,Uptown,Brooklyn,34,1546395,0.002198662
233,F14,232,232,IND,6th Av - Culver,2 Av,M,F,Subway,40.723402,-73.989938,Uptown,Downtown,148,1248036,0.011858632
234,F15,233,625,IND,6th Av - Culver,Delancey St-Essex St,M,F,Subway,40.718611,-73.988114,Uptown,Brooklyn,98,2037616,0.004809542
235,F16,234,234,IND,6th Av - Culver,East Broadway,M,F,Subway,40.713715,-73.990173,Uptown,Brooklyn,55,978357,0.00562167
236,F18,235,235,IND,6th Av - Culver,York St,Bk,F,Subway,40.701397,-73.986751,Manhattan,Southbound,27,1014871,0.002660437
237,F20,236,236,IND,6th Av - Culver,Bergen St,Bk,F G,Subway,40.686145,-73.990862,Northbound,Southbound,18,799432,0.002251599
238,F21,237,237,IND,6th Av - Culver,Carroll St,Bk,F G,Subway,40.680303,-73.995048,Northbound,Southbound,12,801315,0.001497538
239,F22,238,238,IND,6th Av - Culver,Smith-9 Sts,Bk,F G,Viaduct,40.67358,-73.995959,Northbound,Southbound,7,281767,0.002484322
240,F23,239,608,IND,6th Av - Culver,4 Av-9 St,Bk,F G,Viaduct,40.670272,-73.989779,Northbound,Southbound,20,811907,0.002463336
241,F24,240,240,IND,6th Av - Culver,7 Av,Bk,F G,Subway,40.666271,-73.980305,Northbound,Southbound,20,766210,0.00261025
242,F25,241,241,IND,6th Av - Culver,15 St-Prospect Park,Bk,F G,Subway,40.660365,-73.979493,Northbound,Southbound,1,382501,0.000261437
243,F26,242,242,IND,6th Av - Culver,Fort Hamilton Pkwy,Bk,F G,Subway,40.650782,-73.975776,Northbound,Southbound,1,363416,0.000275167
244,F27,243,243,IND,6th Av - Culver,Church Av,Bk,F G,Subway,40.644041,-73.979678,Northbound,Southbound,7,573673,0.001220207
245,F29,244,244,IND,6th Av - Culver,Ditmas Av,Bk,F,Elevated,40.636119,-73.978172,Manhattan,Southbound,4,211756,0.001888967
246,F30,245,245,IND,6th Av - Culver,18 Av,Bk,F,Elevated,40.629755,-73.976971,Manhattan,Southbound,,194474,
247,F31,246,246,IND,6th Av - Culver,Avenue I,Bk,F,Elevated,40.625322,-73.976127,Manhattan,Southbound,1,87886,0.001137838
248,F32,247,247,IND,6th Av - Culver,Bay Pkwy,Bk,F,Elevated,40.620769,-73.975264,Manhattan,Southbound,,63672,
249,F33,248,248,IND,6th Av - Culver,Avenue N,Bk,F,Elevated,40.61514,-73.974197,Manhattan,Southbound,,153220,
250,F34,249,249,IND,6th Av - Culver,Avenue P,Bk,F,Elevated,40.608944,-73.973022,Manhattan,Southbound,5,149622,0.003341755
251,F35,250,250,IND,6th Av - Culver,Kings Hwy,Bk,F,Elevated,40.603217,-73.972361,Manhattan,Southbound,10,155813,0.00641795
252,F36,251,251,IND,6th Av - Culver,Avenue U,Bk,F,Elevated,40.596063,-73.973357,Manhattan,Coney Island,2,117256,0.00170567
253,F38,252,252,IND,6th Av - Culver,Avenue X,Bk,F,Elevated,40.58962,-73.97425,Manhattan,Coney Island,,142039,
254,F39,253,253,IND,6th Av - Culver,Neptune Av,Bk,F,Elevated,40.581011,-73.974574,Manhattan,Coney Island,,86421,
255,F01,254,254,IND,Queens Blvd,Jamaica-179 St,Q,F,Subway,40.712646,-73.783817,Last Stop,Manhattan,49,1020594,0.004801126
256,F02,255,255,IND,Queens Blvd,169 St,Q,F,Subway,40.71047,-73.793604,Jamaica,Manhattan,148,448751,0.032980427
257,F03,256,256,IND,Queens Blvd,Parsons Blvd,Q,F,Subway,40.707564,-73.803326,Jamaica,Manhattan,,410353,
258,F04,257,257,IND,Queens Blvd,Sutphin Blvd,Q,F,Subway,40.70546,-73.810708,Jamaica,Manhattan,,253046,
259,F05,258,258,IND,Queens Blvd,Briarwood,Q,E F,Subway,40.709179,-73.820574,Jamaica,Manhattan,,306902,
260,F06,259,259,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,,1312466,
261,F07,260,260,IND,Queens Blvd,75 Av,Q,E F,Subway,40.718331,-73.837324,Jamaica,Manhattan,,196961,
262,G08,261,261,IND,Queens Blvd,Forest Hills-71 Av,Q,E F M R,Subway,40.721691,-73.844521,Outbound,Manhattan,,1632120,
263,G09,262,262,IND,Queens Blvd,67 Av,Q,M R,Subway,40.726523,-73.852719,Outbound,Manhattan,,478485,
264,G10,263,263,IND,Queens Blvd,63 Dr-Rego Park,Q,M R,Subway,40.729846,-73.861604,Outbound,Manhattan,,818302,
265,G11,264,264,IND,Queens Blvd,Woodhaven Blvd,Q,M R,Subway,40.733106,-73.869229,Outbound,Manhattan,,1162481,
266,G12,265,265,IND,Queens Blvd,Grand Av-Newtown,Q,M R,Subway,40.737015,-73.877223,Outbound,Manhattan,,1136050,
267,G13,266,266,IND,Queens Blvd,Elmhurst Av,Q,M R,Subway,40.742454,-73.882017,Outbound,Manhattan,,814183,
268,G14,267,616,IND,Queens Blvd,Jackson Hts-Roosevelt Av,Q,E F M R,Subway,40.746644,-73.891338,Outbound,Manhattan,,3758544,
269,G15,268,268,IND,Queens Blvd,65 St,Q,M R,Subway,40.749669,-73.898453,Outbound,Manhattan,,234623,
270,G16,269,269,IND,Queens Blvd,Northern Blvd,Q,M R,Subway,40.752885,-73.906006,Outbound,Manhattan,,381249,
271,G18,270,270,IND,Queens Blvd,46 St,Q,M R,Subway,40.756312,-73.913333,Outbound,Manhattan,,513366,
272,G19,271,271,IND,Queens Blvd,Steinway St,Q,M R,Subway,40.756879,-73.92074,Outbound,Manhattan,,747555,
273,G20,272,272,IND,Queens Blvd,36 St,Q,M R,Subway,40.752039,-73.928781,Outbound,Manhattan,,230632,
274,G21,273,273,IND,Queens Blvd,Queens Plaza,Q,E F R,Subway,40.748973,-73.937243,Outbound,Manhattan,,1087321,
275,F09,274,606,IND,Queens Blvd,Court Sq-23 St,Q,E F,Subway,40.747846,-73.946,Outbound,Manhattan,,1651587,
276,F11,275,612,IND,Queens Blvd,Lexington Av/53 St,M,E F,Subway,40.757552,-73.969055,Queens,Downtown,29,3503109,0.000827836
277,F12,276,276,IND,Queens Blvd,5 Av/53 St,M,E F,Subway,40.760167,-73.975224,Queens,Downtown,13,1140242,0.001140109
278,D14,277,277,IND,Queens Blvd,7 Av,M,E B D,Subway,40.762862,-73.981637,Outbound,Downtown,6,1176891,0.000509818
279,G05,278,278,IND,Queens - Archer,Jamaica Center-Parsons/Archer,Q,E J Z,Subway,40.702147,-73.801109,Last Stop,Manhattan,,1692612,
280,G06,279,279,IND,Queens - Archer,Sutphin Blvd-Archer Av-JFK Airport,Q,E J Z,Subway,40.700486,-73.807969,Jamaica,Manhattan,,1927782,
281,G07,280,280,IND,Queens - Archer,Jamaica-Van Wyck,Q,E,Subway,40.702566,-73.816859,Jamaica,Manhattan,,281255,
282,G22,281,606,IND,Crosstown,Court Sq,Q,G,Subway,40.746554,-73.943832,Last Stop,Brooklyn,,1651587,
283,G24,282,282,IND,Crosstown,21 St,Q,G,Subway,40.744065,-73.949724,Court Square,Brooklyn,,120564,
284,G26,283,283,IND,Crosstown,Greenpoint Av,Bk,G,Subway,40.731352,-73.954449,Queens,Southbound,3,700387,0.000428335
285,G28,284,284,IND,Crosstown,Nassau Av,Bk,G,Subway,40.724635,-73.951277,Queens,Southbound,16,657007,0.002435286
286,G29,285,629,IND,Crosstown,Metropolitan Av,Bk,G,Subway,40.712792,-73.951418,Queens,Southbound,16,1172628,0.001364457
287,G30,286,286,IND,Crosstown,Broadway,Bk,G,Subway,40.706092,-73.950308,Queens,Southbound,,288553,
288,G31,287,287,IND,Crosstown,Flushing Av,Bk,G,Subway,40.700377,-73.950234,Queens,Southbound,6,183998,0.003260905
289,G32,288,288,IND,Crosstown,Myrtle-Willoughby Avs,Bk,G,Subway,40.694568,-73.949046,Queens,Southbound,2,304284,0.000657281
290,G33,289,289,IND,Crosstown,Bedford-Nostrand Avs,Bk,G,Subway,40.689627,-73.953522,Queens,Southbound,29,547421,0.005297568
291,G34,290,290,IND,Crosstown,Classon Av,Bk,G,Subway,40.688873,-73.96007,Queens,Southbound,14,351755,0.003980043
292,G35,291,291,IND,Crosstown,Clinton-Washington Avs,Bk,G,Subway,40.688089,-73.966839,Queens,Southbound,7,386451,0.001811355
293,G36,292,292,IND,Crosstown,Fulton St,Bk,G,Subway,40.687119,-73.975375,Queens,Southbound,21,430077,0.004882846
294,101,293,293,IRT,Broadway - 7Av,Van Cortlandt Park-242 St,Bx,1,Elevated,40.889248,-73.898583,Last Stop,Manhattan,4,327117,0.001222804
295,103,294,294,IRT,Broadway - 7Av,238 St,Bx,1,Elevated,40.884667,-73.90087,Van Cortlandt,Manhattan,2,264342,0.000756596
296,104,295,295,IRT,Broadway - 7Av,231 St,Bx,1,Elevated,40.878856,-73.904834,Van Cortlandt,Manhattan,,506395,
297,106,296,296,IRT,Broadway - 7Av,Marble Hill-225 St,M,1,Elevated,40.874561,-73.909831,The Bronx,Downtown,,282816,
298,107,297,297,IRT,Broadway - 7Av,215 St,M,1,Elevated,40.869444,-73.915279,The Bronx,Downtown,,140853,
299,108,298,298,IRT,Broadway - 7Av,207 St,M,1,Elevated,40.864621,-73.918822,The Bronx,Downtown,2,367597,0.000544074
300,109,299,299,IRT,Broadway - 7Av,Dyckman St,M,1,Elevated,40.860531,-73.925536,The Bronx,Downtown,40,419084,0.009544626
301,110,300,300,IRT,Broadway - 7Av,191 St,M,1,Subway,40.855225,-73.929412,The Bronx,Downtown,17,460426,0.003692233
302,111,301,301,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,The Bronx,Downtown,9,625095,0.001439781
303,112,302,605,IRT,Broadway - 7Av,168 St-Washington Hts,M,1,Subway,40.840556,-73.940133,Uptown,Downtown,23,1331810,0.001726973
304,113,303,303,IRT,Broadway - 7Av,157 St,M,1,Subway,40.834041,-73.94489,Uptown,Downtown,29,610506,0.004750158
305,114,304,304,IRT,Broadway - 7Av,145 St,M,1,Subway,40.826551,-73.95036,Uptown,Downtown,43,554469,0.007755168
306,115,305,305,IRT,Broadway - 7Av,137 St-City College,M,1,Subway,40.822008,-73.953676,Uptown,Downtown,89,716656,0.01241879
307,116,306,306,IRT,Broadway - 7Av,125 St,M,1,Elevated,40.815581,-73.958372,Uptown,Downtown,33,542285,0.006085361
308,117,307,307,IRT,Broadway - 7Av,116 St-Columbia University,M,1,Subway,40.807722,-73.96411,Uptown,Downtown,,937977,
309,118,308,308,IRT,Broadway - 7Av,Cathedral Pkwy (110 St),M,1,Subway,40.803967,-73.966847,Uptown,Downtown,24,791581,0.003031907
310,119,309,309,IRT,Broadway - 7Av,103 St,M,1,Subway,40.799446,-73.968379,Uptown,Downtown,15,763582,0.001964426
311,120,310,310,IRT,Broadway - 7Av,96 St,M,1 2 3,Subway,40.793919,-73.972323,Uptown,Downtown,90,2264883,0.003973715
312,121,311,311,IRT,Broadway - 7Av,86 St,M,1,Subway,40.788644,-73.976218,Uptown,Downtown,4,1146859,0.000348779
313,122,312,312,IRT,Broadway - 7Av,79 St,M,1,Subway,40.783934,-73.979917,Uptown,Downtown,1,1036272,9.65E-05
314,123,313,313,IRT,Broadway - 7Av,72 St,M,1 2 3,Subway,40.778453,-73.98197,Uptown,Downtown,64,2626022,0.002437146
315,124,314,314,IRT,Broadway - 7Av,66 St-Lincoln Center,M,1,Subway,40.77344,-73.982209,Uptown,Downtown,18,1449251,0.001242021
316,125,315,614,IRT,Broadway - 7Av,59 St-Columbus Circle,M,1,Subway,40.768247,-73.981929,Uptown,Downtown,288,4642895,0.006203027
317,126,316,316,IRT,Broadway - 7Av,50 St,M,1,Subway,40.761728,-73.983849,Uptown,Downtown,41,1799807,0.002278022
318,127,317,611,IRT,Broadway - 7Av,Times Sq-42 St,M,1 2 3,Subway,40.75529,-73.987495,Uptown,Downtown,255,12334083,0.002067442
319,128,318,318,IRT,Broadway - 7Av,34 St-Penn Station,M,1 2 3,Subway,40.750373,-73.991057,Uptown,Downtown,248,4730936,0.005242092
320,129,319,319,IRT,Broadway - 7Av,28 St,M,1,Subway,40.747215,-73.993365,Uptown,Downtown,4,870150,0.000459691
321,130,320,320,IRT,Broadway - 7Av,23 St,M,1,Subway,40.744081,-73.995657,Uptown,Downtown,1,864604,0.00011566
322,131,321,321,IRT,Broadway - 7Av,18 St,M,1,Subway,40.74104,-73.997871,Uptown,Downtown,2,492892,0.000405768
323,132,322,601,IRT,Broadway - 7Av,14 St,M,1 2 3,Subway,40.737826,-74.000201,Uptown,Downtown,30,3055458,0.00098185
324,133,323,323,IRT,Broadway - 7Av,Christopher St-Stonewall,M,1,Subway,40.733422,-74.002906,Uptown,Downtown,32,877943,0.003644884
325,134,324,324,IRT,Broadway - 7Av,Houston St,M,1,Subway,40.728251,-74.005367,Uptown,Downtown,3,896292,0.000334712
326,135,325,325,IRT,Broadway - 7Av,Canal St,M,1,Subway,40.722854,-74.006277,Uptown,Downtown,4,351672,0.001137424
327,136,326,326,IRT,Broadway - 7Av,Franklin St,M,1,Subway,40.719318,-74.006886,Uptown,Downtown,2,403748,0.000495358
328,137,327,327,IRT,Broadway - 7Av,Chambers St,M,1 2 3,Subway,40.715478,-74.009266,Uptown,Downtown,17,1098459,0.001547623
329,138,328,328,IRT,Broadway - 7Av,WTC Cortlandt,M,1,Subway,40.711835,-74.012188,Uptown,Downtown,8,1219490,0.000656012
330,139,329,329,IRT,Broadway - 7Av,Rector St,M,1,Subway,40.707513,-74.013783,Uptown,Downtown,1,490054,0.000204059
331,142,330,635,IRT,Broadway - 7Av,South Ferry,M,1,Subway,40.702068,-74.013664,Uptown,Last Stop,27,1751432,0.001541596
332,228,331,624,IRT,Clark St,Park Place,M,2 3,Subway,40.713051,-74.008811,Uptown,Brooklyn,6,3630182,0.000165281
333,229,332,628,IRT,Clark St,Fulton St,M,2 3,Subway,40.709416,-74.006571,Uptown,Brooklyn,21,5259603,0.00039927
334,230,333,333,IRT,Clark St,Wall St,M,2 3,Subway,40.706821,-74.0091,Uptown,Brooklyn,1,1108430,9.02E-05
335,231,334,334,IRT,Clark St,Clark St,Bk,2 3,Subway,40.697466,-73.993086,Manhattan,Outbound,,423271,
336,232,335,620,IRT,Clark St,Borough Hall,Bk,2 3,Subway,40.693219,-73.989998,Manhattan,Outbound,11,1620095,0.000678973
337,233,336,336,IRT,Eastern Pky,Hoyt St,Bk,2 3,Subway,40.690545,-73.985065,Manhattan,Outbound,21,347199,0.006048405
338,234,337,337,IRT,Eastern Pky,Nevins St,Bk,2 3 4 5,Subway,40.688246,-73.980492,Manhattan,Outbound,27,581746,0.004641201
339,235,338,617,IRT,Eastern Pky,Atlantic Av-Barclays Ctr,Bk,2 3 4 5,Subway,40.684359,-73.977666,Manhattan,Outbound,508,2883126,0.017619764
340,236,339,339,IRT,Eastern Pky,Bergen St,Bk,2 3,Subway,40.680829,-73.975098,Manhattan,Outbound,3,248905,0.001205279
341,237,340,340,IRT,Eastern Pky,Grand Army Plaza,Bk,2 3,Subway,40.675235,-73.971046,Manhattan,Outbound,12,412217,0.002911088
342,238,341,341,IRT,Eastern Pky,Eastern Pkwy-Brooklyn Museum,Bk,2 3,Subway,40.671987,-73.964375,Manhattan,Outbound,9,287044,0.003135408
343,239,342,626,IRT,Eastern Pky,Franklin Av-Medgar Evers College,Bk,2 3 4 5,Subway,40.670682,-73.958131,Manhattan,Outbound,72,954138,0.007546078
344,248,343,343,IRT,Eastern Pky,Nostrand Av,Bk,3,Subway,40.669847,-73.950466,Manhattan,Outbound,17,203674,0.008346671
345,249,344,344,IRT,Eastern Pky,Kingston Av,Bk,3,Subway,40.669399,-73.942161,Manhattan,Outbound,14,260977,0.005364458
346,250,345,345,IRT,Eastern Pky,Crown Hts-Utica Av,Bk,3 4,Subway,40.668897,-73.932942,Manhattan,Outbound,92,1323376,0.006951917
347,251,346,346,IRT,Eastern Pky,Sutter Av-Rutland Rd,Bk,3,Elevated,40.664717,-73.92261,Manhattan,New Lots,20,347511,0.005755214
348,252,347,347,IRT,Eastern Pky,Saratoga Av,Bk,3,Elevated,40.661453,-73.916327,Manhattan,New Lots,2,271523,0.000736586
349,253,348,348,IRT,Eastern Pky,Rockaway Av,Bk,3,Elevated,40.662549,-73.908946,Manhattan,New Lots,4,250395,0.001597476
350,254,349,349,IRT,Eastern Pky,Junius St,Bk,3,Elevated,40.663515,-73.902447,Manhattan,New Lots,46,141126,0.032594986
351,255,350,350,IRT,Eastern Pky,Pennsylvania Av,Bk,3,Elevated,40.664635,-73.894895,Manhattan,New Lots,12,204939,0.005855401
352,256,351,351,IRT,Eastern Pky,Van Siclen Av,Bk,3,Elevated,40.665449,-73.889395,Manhattan,New Lots,14,128875,0.01086324
353,257,352,352,IRT,Eastern Pky,New Lots Av,Bk,3,Elevated,40.666235,-73.884079,Manhattan,Last Stop,75,293407,0.025561763
354,241,353,353,IRT,Nostrand,President St-Medgar Evers College,Bk,2 5,Subway,40.667883,-73.950683,Manhattan,Flatbush,3,209325,0.001433178
355,242,354,354,IRT,Nostrand,Sterling St,Bk,2 5,Subway,40.662742,-73.95085,Manhattan,Flatbush,7,333792,0.002097114
356,243,355,355,IRT,Nostrand,Winthrop St,Bk,2 5,Subway,40.656652,-73.9502,Manhattan,Flatbush,25,461198,0.005420665
357,244,356,356,IRT,Nostrand,Church Av,Bk,2 5,Subway,40.650843,-73.949575,Manhattan,Flatbush,107,552941,0.019351071
358,245,357,357,IRT,Nostrand,Beverly Rd,Bk,2 5,Subway,40.645098,-73.948959,Manhattan,Flatbush,10,277761,0.003600217
359,246,358,358,IRT,Nostrand,Newkirk Av-Little Haiti,Bk,2 5,Subway,40.639967,-73.948411,Manhattan,Flatbush,34,415268,0.008187484
360,247,359,359,IRT,Nostrand,Flatbush Av-Brooklyn College,Bk,2 5,Subway,40.632836,-73.947642,Manhattan,Last Stop,81,1068892,0.00757794
361,601,360,360,IRT,Pelham,Pelham Bay Park,Bx,6,Elevated,40.852462,-73.828121,Last Stop,Manhattan,1,313481,0.000318999
362,602,361,361,IRT,Pelham,Buhre Av,Bx,6,Elevated,40.84681,-73.832569,Pelham Bay,Manhattan,3,189047,0.001586907
363,603,362,362,IRT,Pelham,Middletown Rd,Bx,6,Elevated,40.843863,-73.836322,Pelham Bay,Manhattan,,104730,
364,604,363,363,IRT,Pelham,Westchester Sq-E Tremont Av,Bx,6,Elevated,40.839892,-73.842952,Pelham Bay,Manhattan,18,240483,0.007484937
365,606,364,364,IRT,Pelham,Zerega Av,Bx,6,Elevated,40.836488,-73.847036,Pelham Bay,Manhattan,27,120243,0.02245453
366,607,365,365,IRT,Pelham,Castle Hill Av,Bx,6,Elevated,40.834255,-73.851222,Pelham Bay,Manhattan,26,309686,0.008395601
367,608,366,366,IRT,Pelham,Parkchester,Bx,6,Elevated,40.833226,-73.860816,Northbound,Manhattan,50,767728,0.006512723
368,609,367,367,IRT,Pelham,St Lawrence Av,Bx,6,Elevated,40.831509,-73.867618,Northbound,Manhattan,26,231995,0.011207138
369,610,368,368,IRT,Pelham,Morrison Av-Soundview,Bx,6,Elevated,40.829521,-73.874516,Northbound,Manhattan,47,352054,0.013350225
370,611,369,369,IRT,Pelham,Elder Av,Bx,6,Elevated,40.828584,-73.879159,Northbound,Manhattan,61,367430,0.016601801
371,612,370,370,IRT,Pelham,Whitlock Av,Bx,6,Elevated,40.826525,-73.886283,Northbound,Manhattan,13,97253,0.013367197
372,613,371,371,IRT,Pelham,Hunts Point Av,Bx,6,Subway,40.820948,-73.890549,Northbound,Manhattan,259,573735,0.045142792
373,614,372,372,IRT,Pelham,Longwood Av,Bx,6,Subway,40.816104,-73.896435,Northbound,Manhattan,17,157544,0.010790636
374,615,373,373,IRT,Pelham,E 149 St,Bx,6,Subway,40.812118,-73.904098,Northbound,Manhattan,77,242097,0.031805433
375,616,374,374,IRT,Pelham,E 143 St-St Mary's St,Bx,6,Subway,40.808719,-73.907657,Northbound,Manhattan,32,108670,0.02944695
376,617,375,375,IRT,Pelham,Cypress Av,Bx,6,Subway,40.805368,-73.914042,Northbound,Manhattan,18,150607,0.011951636
377,618,376,376,IRT,Pelham,Brook Av,Bx,6,Subway,40.807566,-73.91924,Northbound,Manhattan,73,275099,0.026535902
378,619,377,377,IRT,Pelham,3 Av-138 St,Bx,6,Subway,40.810476,-73.926138,Northbound,Manhattan,28,467808,0.005985362
379,401,378,378,IRT,Jerome Av,Woodlawn,Bx,4,Elevated,40.886037,-73.878751,Last Stop,Manhattan,48,365536,0.013131402
