OBJECTID,GTFS_Stop_ID,Station_ID,Complex_ID,Division,Line,Stop_Name,Borough,Daytime_Routes,Structure,GTFS_Latitude,GTFS_Longitude,North_Direction_Label,South_Direction_Label,Fare_Evasion,Ridership,Evasion_Percentage
380,402,379,379,IRT,Jerome Av,Mosholu Pkwy,Bx,4,Elevated,40.87975,-73.884655,Woodlawn,Manhattan,10,402512,0.002484398
381,405,380,380,IRT,Jerome Av,Bedford Park Blvd-Lehman College,Bx,4,Elevated,40.873412,-73.890064,Northbound,Manhattan,10,300272,0.003330314
382,406,381,381,IRT,Jerome Av,Kingsbridge Rd,Bx,4,Elevated,40.86776,-73.897174,Northbound,Manhattan,45,493724,0.009114404
383,407,382,382,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034,Northbound,Manhattan,63,535955,0.011754719
384,408,383,383,IRT,Jerome Av,183 St,Bx,4,Elevated,40.858407,-73.903879,Northbound,Manhattan,79,301610,0.026192766
385,409,384,384,IRT,Jerome Av,Burnside Av,Bx,4,Elevated,40.853453,-73.907684,Northbound,Manhattan,137,501006,0.027344981
386,410,385,385,IRT,Jerome Av,176 St,Bx,4,Elevated,40.84848,-73.911794,Northbound,Manhattan,14,313263,0.004469088
387,411,386,386,IRT,Jerome Av,Mt Eden Av,Bx,4,Elevated,40.844434,-73.914685,Northbound,Manhattan,10,253500,0.003944773
388,412,387,387,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791,Northbound,Manhattan,182,405437,0.044889834
389,413,388,388,IRT,Jerome Av,167 St,Bx,4,Elevated,40.835537,-73.9214,Northbound,Manhattan,5,500869,0.000998265
390,414,389,604,IRT,Jerome Av,161 St-Yankee Stadium,Bx,4,Elevated,40.827994,-73.925831,Northbound,Manhattan,131,1212888,0.010800667
391,415,390,603,IRT,Jerome Av,149 St-Grand Concourse,Bx,4,Subway,40.818375,-73.927351,Northbound,Manhattan,212,660401,0.032101709
392,416,391,391,IRT,Jerome Av,138 St-Grand Concourse,Bx,4 5,Subway,40.813224,-73.929849,Northbound,Manhattan,35,238824,0.014655144
393,621,392,392,IRT,Lexington Av,125 St,M,4 5 6,Subway,40.804138,-73.937594,The Bronx,Downtown,177,1439450,0.012296363
394,622,393,393,IRT,Lexington Av,116 St,M,6,Subway,40.798629,-73.941617,The Bronx,Downtown,38,775619,0.004899313
395,623,394,394,IRT,Lexington Av,110 St,M,6,Subway,40.79502,-73.94425,The Bronx,Downtown,27,589011,0.004583955
396,624,395,395,IRT,Lexington Av,103 St,M,6,Subway,40.7906,-73.947478,The Bronx,Downtown,25,751222,0.003327911
397,625,396,396,IRT,Lexington Av,96 St,M,6,Subway,40.785672,-73.95107,The Bronx,Downtown,13,1032193,0.001259454
398,626,397,397,IRT,Lexington Av,86 St,M,4 5 6,Subway,40.779492,-73.955589,Uptown,Downtown,122,2863650,0.004260297
399,627,398,398,IRT,Lexington Av,77 St,M,6,Subway,40.77362,-73.959874,Uptown,Downtown,54,1722042,0.003135812
400,628,399,399,IRT,Lexington Av,68 St-Hunter College,M,6,Subway,40.768141,-73.96387,Uptown,Downtown,153,1482431,0.010320885
401,629,400,613,IRT,Lexington Av,59 St,M,4 5 6,Subway,40.762526,-73.967967,Uptown,Downtown,100,3150508,0.003174091
402,630,401,612,IRT,Lexington Av,51 St,M,6,Subway,40.757107,-73.97192,Uptown,Downtown,108,3503109,0.003082976
403,631,402,610,IRT,Lexington Av,Grand Central-42 St,M,4 5 6,Subway,40.751776,-73.976848,Uptown,Downtown,424,9444328,0.004489467
404,632,403,403,IRT,Lexington Av,33 St,M,6,Subway,40.746081,-73.982076,Uptown,Downtown,109,1649685,0.006607322
405,633,404,404,IRT,Lexington Av,28 St,M,6,Subway,40.74307,-73.984264,Uptown,Downtown,285,1201164,0.023726985
406,634,405,405,IRT,Lexington Av,23 St-Baruch College,M,6,Subway,40.739864,-73.986599,Uptown,Downtown,,1600304,
407,635,406,602,IRT,Lexington Av,14 St-Union Sq,M,4 5 6,Subway,40.734673,-73.989951,Uptown,Downtown,835,6509076,0.012828242
408,636,407,407,IRT,Lexington Av,Astor Pl,M,6,Subway,40.730054,-73.99107,Uptown,Downtown,22,1039705,0.002115985
409,637,408,619,IRT,Lexington Av,Bleecker St,M,6,Subway,40.725915,-73.994659,Uptown,Downtown,81,2838001,0.002854122
410,638,409,409,IRT,Lexington Av,Spring St,M,6,Subway,40.722301,-73.997141,Uptown,Downtown,4,908416,0.000440327
411,639,410,623,IRT,Lexington Av,Canal St,M,6,Subway,40.718803,-74.000193,Uptown,Downtown,87,3195443,0.002722627
412,640,411,622,IRT,Lexington Av,Brooklyn Bridge-City Hall,M,4 5 6,Subway,40.713065,-74.004131,Uptown,Downtown,4,1590176,0.000251544
413,418,412,628,IRT,Lexington Av,Fulton St,M,4 5,Subway,40.710368,-74.009509,Uptown,Downtown,137,5259603,0.002604759
414,419,413,413,IRT,Lexington Av,Wall St,M,4 5,Subway,40.707557,-74.011862,Uptown,Downtown,4,980127,0.00040811
415,420,414,414,IRT,Lexington Av,Bowling Green,M,4 5,Subway,40.704817,-74.014065,Uptown,Downtown,1,1305482,7.66E-05
416,423,415,620,IRT,Eastern Pky,Borough Hall,Bk,4 5,Subway,40.692404,-73.990151,Manhattan,Outbound,11,1620095,0.000678973
417,201,416,416,IRT,Lenox - White Plains Rd,Wakefield-241 St,Bx,2,Elevated,40.903125,-73.85062,Last Stop,Manhattan,16,219297,0.007296042
418,204,417,417,IRT,Lenox - White Plains Rd,Nereid Av,Bx,2 5,Elevated,40.898379,-73.854376,Northbound,Manhattan,9,141527,0.006359211
419,205,418,418,IRT,Lenox - White Plains Rd,233 St,Bx,2 5,Elevated,40.893193,-73.857473,Northbound,Manhattan,1,188841,0.000529546
420,206,419,419,IRT,Lenox - White Plains Rd,225 St,Bx,2 5,Elevated,40.888022,-73.860341,Northbound,Manhattan,1,150169,0.000665916
421,207,420,420,IRT,Lenox - White Plains Rd,219 St,Bx,2 5,Elevated,40.883895,-73.862633,Northbound,Manhattan,5,141712,0.003528283
422,208,421,421,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,2 5,Elevated,40.87785,-73.866256,Northbound,Manhattan,83,306833,0.027050545
423,209,422,422,IRT,Lenox - White Plains Rd,Burke Av,Bx,2 5,Elevated,40.871356,-73.867164,Northbound,Manhattan,3,131555,0.002280415
424,210,423,423,IRT,Lenox - White Plains Rd,Allerton Av,Bx,2 5,Elevated,40.865462,-73.867352,Northbound,Manhattan,9,216626,0.004154626
425,211,424,424,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615,Northbound,Manhattan,23,370849,0.006201985
426,212,425,425,IRT,Lenox - White Plains Rd,Bronx Park East,Bx,2 5,Elevated,40.848828,-73.868457,Northbound,Manhattan,33,125929,0.026205244
427,213,426,426,IRT,Lenox - White Plains Rd,E 180 St,Bx,2 5,Elevated,40.841894,-73.873488,Northbound,Manhattan,151,469057,0.032192249
428,214,427,427,IRT,Lenox - White Plains Rd,West Farms Sq-E Tremont Av,Bx,2 5,Elevated,40.840295,-73.880049,Northbound,Manhattan,27,313909,0.008601218
429,215,428,428,IRT,Lenox - White Plains Rd,174 St,Bx,2 5,Elevated,40.837288,-73.887734,Northbound,Manhattan,44,337790,0.013025844
430,216,429,429,IRT,Lenox - White Plains Rd,Freeman St,Bx,2 5,Elevated,40.829993,-73.891865,Northbound,Manhattan,7,231220,0.00302742
431,217,430,430,IRT,Lenox - White Plains Rd,Simpson St,Bx,2 5,Elevated,40.824073,-73.893064,Northbound,Manhattan,65,399559,0.016267935
432,218,431,431,IRT,Lenox - White Plains Rd,Intervale Av,Bx,2 5,Elevated,40.822181,-73.896736,Northbound,Manhattan,6,179694,0.00333901
433,219,432,432,IRT,Lenox - White Plains Rd,Prospect Av,Bx,2 5,Elevated,40.819585,-73.90177,Northbound,Manhattan,74,341243,0.021685427
434,220,433,433,IRT,Lenox - White Plains Rd,Jackson Av,Bx,2 5,Elevated,40.81649,-73.907807,Northbound,Manhattan,44,294726,0.01492912
435,221,434,434,IRT,Lenox - White Plains Rd,3 Av-149 St,Bx,2 5,Subway,40.816109,-73.917757,Northbound,Manhattan,283,1119578,0.025277382
436,222,435,603,IRT,Lenox - White Plains Rd,149 St-Grand Concourse,Bx,2 5,Subway,40.81841,-73.926718,Northbound,Manhattan,1,660401,0.000151423
437,301,436,436,IRT,Lenox - White Plains Rd,Harlem-148 St,M,3,Subway,40.82388,-73.93647,Last Stop,Downtown,5,168247,0.002971821
438,302,437,437,IRT,Lenox - White Plains Rd,145 St,M,3,Subway,40.820421,-73.936245,Harlem,Downtown,19,172944,0.010986215
439,224,438,438,IRT,Lenox - White Plains Rd,135 St,M,2 3,Subway,40.814229,-73.94077,Uptown,Downtown,149,667198,0.022332201
440,225,439,439,IRT,Lenox - White Plains Rd,125 St,M,2 3,Subway,40.807754,-73.945495,Uptown,Downtown,119,887542,0.013407816
441,226,440,440,IRT,Lenox - White Plains Rd,116 St,M,2 3,Subway,40.802098,-73.949625,Uptown,Downtown,94,577867,0.016266719
442,227,441,441,IRT,Lenox - White Plains Rd,110 St-Malcolm X Plaza,M,2 3,Subway,40.799075,-73.951822,Uptown,Downtown,161,455331,0.035358895
443,501,442,442,IRT,Dyre Av,Eastchester-Dyre Av,Bx,5,At Grade,40.8883,-73.830834,Last Stop,Manhattan,2,215639,0.000927476
444,502,443,443,IRT,Dyre Av,Baychester Av,Bx,5,Open Cut,40.878663,-73.838591,Eastchester,Manhattan,1,139936,0.000714612
445,503,444,444,IRT,Dyre Av,Gun Hill Rd,Bx,5,Open Cut,40.869526,-73.846384,Eastchester,Manhattan,11,208189,0.005283661
446,504,445,445,IRT,Dyre Av,Pelham Pkwy,Bx,5,Open Cut,40.858985,-73.855359,Eastchester,Manhattan,5,159274,0.003139244
447,505,446,446,IRT,Dyre Av,Morris Park,Bx,5,Open Cut,40.854364,-73.860495,Eastchester,Manhattan,,143452,
448,701,447,447,IRT,Flushing,Flushing-Main St,Q,7,Subway,40.7596,-73.83003,Last Stop,Manhattan,201,3365985,0.005971506
449,702,448,448,IRT,Flushing,Mets-Willets Point,Q,7,Elevated,40.754622,-73.845625,Outbound,Manhattan,15,467656,0.003207486
450,705,449,449,IRT,Flushing,111 St,Q,7,Elevated,40.75173,-73.855334,Outbound,Manhattan,22,921540,0.002387308
451,706,450,450,IRT,Flushing,103 St-Corona Plaza,Q,7,Elevated,40.749865,-73.8627,Outbound,Manhattan,8,1250829,0.000639576
452,707,451,451,IRT,Flushing,Junction Blvd,Q,7,Elevated,40.749145,-73.869527,Outbound,Manhattan,15,1662630,0.000902185
453,708,452,452,IRT,Flushing,90 St-Elmhurst Av,Q,7,Elevated,40.748408,-73.876613,Outbound,Manhattan,9,1135483,0.000792614
454,709,453,453,IRT,Flushing,82 St-Jackson Hts,Q,7,Elevated,40.747659,-73.883697,Outbound,Manhattan,12,940844,0.001275451
455,710,454,616,IRT,Flushing,74 St-Broadway,Q,7,Elevated,40.746848,-73.891394,Outbound,Manhattan,44,3758544,0.001170666
456,711,455,455,IRT,Flushing,69 St,Q,7,Elevated,40.746325,-73.896403,Outbound,Manhattan,9,178277,0.005048324
457,712,456,456,IRT,Flushing,61 St-Woodside,Q,7,Elevated,40.74563,-73.902984,Outbound,Manhattan,,1072152,
458,713,457,457,IRT,Flushing,52 St,Q,7,Elevated,40.744149,-73.912549,Outbound,Manhattan,,192696,
459,714,458,458,IRT,Flushing,46 St-Bliss St,Q,7,Elevated,40.743132,-73.918435,Outbound,Manhattan,42,911457,0.004608007
460,715,459,459,IRT,Flushing,40 St-Lowery St,Q,7,Elevated,40.743781,-73.924016,Outbound,Manhattan,14,632744,0.002212585
461,716,460,460,IRT,Flushing,33 St-Rawson St,Q,7,Elevated,40.744587,-73.930997,Outbound,Manhattan,3,582787,0.000514768
462,R09,461,461,BMT,Astoria,Queensboro Plaza,Q,N W,Elevated,40.750582,-73.940202,Astoria,Manhattan,,891867,
463,718,461,461,IRT,Flushing,Queensboro Plaza,Q,7,Elevated,40.750582,-73.940202,Outbound,Manhattan,9,891867,0.001009119
464,719,462,606,IRT,Flushing,Court Sq,Q,7,Elevated,40.747023,-73.945264,Outbound,Manhattan,1,1651587,6.05E-05
465,720,463,463,IRT,Flushing,Hunters Point Av,Q,7,Subway,40.742216,-73.948916,Outbound,Manhattan,7,251973,0.002778075
466,721,464,464,IRT,Flushing,Vernon Blvd-Jackson Av,Q,7,Subway,40.742626,-73.953581,Outbound,Manhattan,5,1118483,0.000447034
467,723,465,610,IRT,Flushing,Grand Central-42 St,M,7,Subway,40.751431,-73.976041,Queens,Hudson Yards,28,9444328,0.000296474
468,724,466,609,IRT,Flushing,5 Av,M,7,Subway,40.753821,-73.981963,Queens,Hudson Yards,11,3647401,0.000301585
469,725,467,611,IRT,Flushing,Times Sq-42 St,M,7,Subway,40.755477,-73.987691,Queens,Hudson Yards,20,12334083,0.000162152
470,902,468,611,IRT,Lexington - Shuttle,Times Sq-42 St,M,S,Subway,40.755983,-73.986229,Last Stop,Grand Central,97,12334083,0.000786439
471,901,469,610,IRT,Lexington - Shuttle,Grand Central-42 St,M,S,Subway,40.752769,-73.979189,Times Square,Last Stop,351,9444328,0.003716516
472,726,471,471,IRT,Flushing,34 St-Hudson Yards,M,7,Subway,40.755882,-74.00191,Last Stop,Queens,20,1862125,0.001074042
473,Q05,475,475,IND,Second Av,96 St,M,Q,Subway,40.784318,-73.947152,Last Stop,Downtown,16,1144290,0.001398247
474,Q04,476,476,IND,Second Av,86 St,M,Q,Subway,40.777891,-73.951787,Uptown,Downtown,27,1633896,0.001652492
475,Q03,477,477,IND,Second Av,72 St,M,Q,Subway,40.768799,-73.958424,Uptown,Downtown,39,1912986,0.002038698
476,S31,501,501,SIR,Staten Island,St George,SI,SIR,Open Cut,40.643748,-74.073643,Last Stop,South Shore,,,
477,S30,502,502,SIR,Staten Island,Tompkinsville,SI,SIR,At Grade,40.636949,-74.074835,Ferry,South Shore,,,
478,S29,503,503,SIR,Staten Island,Stapleton,SI,SIR,Elevated,40.627915,-74.075162,Ferry,South Shore,,,
479,S28,504,504,SIR,Staten Island,Clifton,SI,SIR,Elevated,40.621319,-74.071402,Ferry,South Shore,,,
480,S27,505,505,SIR,Staten Island,Grasmere,SI,SIR,Open Cut,40.603117,-74.084087,Ferry,South Shore,,,
481,S26,506,506,SIR,Staten Island,Old Town,SI,SIR,Embankment,40.596612,-74.087368,Ferry,South Shore,,,
482,S25,507,507,SIR,Staten Island,Dongan Hills,SI,SIR,Embankment,40.588849,-74.09609,Ferry,South Shore,,,
483,S24,508,508,SIR,Staten Island,Jefferson Av,SI,SIR,Embankment,40.583591,-74.103338,Ferry,South Shore,,,
484,S23,509,509,SIR,Staten Island,Grant City,SI,SIR,Open Cut,40.578965,-74.109704,Ferry,South Shore,,,
485,S22,510,510,SIR,Staten Island,New Dorp,SI,SIR,Open Cut,40.57348,-74.11721,Ferry,South Shore,,,
486,S21,511,511,SIR,Staten Island,Oakwood Heights,SI,SIR,Open Cut,40.56511,-74.12632,Ferry,South Shore,,,
487,S20,512,512,SIR,Staten Island,Bay Terrace,SI,SIR,Embankment,40.5564,-74.136907,Ferry,South Shore,,,
488,S19,513,513,SIR,Staten Island,Great Kills,SI,SIR,Open Cut,40.551231,-74.151399,Ferry,South Shore,,,
489,S18,514,514,SIR,Staten Island,Eltingville,SI,SIR,Embankment,40.544601,-74.16457,Ferry,South Shore,,,
490,S17,515,515,SIR,Staten Island,Annadale,SI,SIR,Open Cut,40.54046,-74.178217,Ferry,South Shore,,,
491,S16,516,516,SIR,Staten Island,Huguenot,SI,SIR,Open Cut,40.533674,-74.191794,Ferry,South Shore,,,
492,S15,517,517,SIR,Staten Island,Prince's Bay,SI,SIR,Open Cut,40.525507,-74.200064,Ferry,South Shore,,,
493,S14,518,518,SIR,Staten Island,Pleasant Plains,SI,SIR,Embankment,40.52241,-74.217847,Ferry,South Shore,,,
494,S13,519,519,SIR,Staten Island,Richmond Valley,SI,SIR,Open Cut,40.519631,-74.229141,Ferry,Tottenville,,,
495,S09,522,522,SIR,Staten Island,Tottenville,SI,SIR,At Grade,40.512764,-74.251961,Ferry,Last Stop,,,
496,S11,523,523,SIR,Staten Island,Arthur Kill,SI,SIR,At Grade,40.516578,-74.242096,Ferry,Tottenville,,,
